name,review_count,rating,lat,long,price
The Academy Hotel,12,3.5,51.5205247,-0.130701,££
Fraser Suites Queens Gate,4,4.0,51.4953324,-0.1807777,£££
Best Western Victoria Palace,18,3.5,51.4916186,-0.1415736,££
Premier Travel Inn,3,3.5,51.653952,-0.389379,None
One Aldwych,51,4.0,51.5119246,-0.1193851,£££
Park Inn Hotel,1,3.0,51.662472,-0.400182,None
Burns Hotel,9,3.0,51.4923494036636,-0.19113689661026,££
The Bentley London,17,4.0,51.4928379,-0.1843337,££££
The Wesley Euston Hotel & Conference Venue,9,3.0,51.5267288,-0.1358634,££
London Premier Hotels,1,4.0,51.5135,-0.179853,None
The Zetter Townhouse Clerkenwell,29,4.0,51.5230571767388,-0.103933157141773,£££
